rfq_id,canonical_configuration_id,ml_split,ml_target,record_type,generation_method,evidence_level,source_frequency,nearest_real_distance,num_changed_characteristics,evidence_score,mandatory_total,mandatory_satisfied,mandatory_violations,preferred_total,preferred_satisfied,preferred_differences,unmentioned_features,mandatory_valid,mandatory_preferred_valid,source_frequency_score,real_proximity_score,low_change_score,observed_configuration_score,evidence_score_normalized,rfq_ground_truth_record_type,rfq_ground_truth_evidence_level,rfq_ground_truth_nearest_real_distance,rfq_requirement_count,rfq_mandatory_requirement_count,rfq_preferred_requirement_count,rfq_unique_required_characteristics,config_devCategory,config_characteristic,config_housing,config_powerSupply,config_numberOfChannels,config_explosionApproval,config_protectionArea,config_certification,config_dataInterface,config_stromSchaltbar,config_stromEingaenge,config_temperaturEingaenge,config_binaerDigitalOpenColl_MN,config_binaerOpenColl_MP,config_waveInjector,config_dev_advMeterVerification,config_dynamicGasMaster,config_customUserFluid,config_steamApplication
RFQ731-000014,CFG731_5dd42015f6f61801,TEST,1,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,9,9,0,6,6,0,4,True,True,1.0,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,15,9,6,15,G,GP,ST,1,1,K,2,NN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,1,1,NOVALUE
RFQ731-000014,CFG731_775c3458f44938c0,TEST,0,OBSERVED,REAL_OBSERVED,OBSERVED,4,0,0,100.0,9,9,0,6,6,0,4,True,True,0.5714285714285714,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,15,9,6,15,G,GP,ST,1,1,K,2,NN,NN,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,1,1,1,NOVALUE
RFQ731-000014,CFG731_5c624ef6fa2b6510,TEST,0,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,94.2,9,9,0,6,6,0,4,True,True,0.0,0.5,0.5,0.0,0.8933823529411765,DERIVED,VERY_STRONG,1,15,9,6,15,G,GP,ST,1,1,K,2,NN,NN,NOVALUE,NOVALUE,TT1,MN1,NOVALUE,FWI,1,1,1,NOVALUE
RFQ731-000014,CFG731_7ffc09802c7b60bf,TEST,0,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,9,9,0,6,6,0,4,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,DERIVED,VERY_STRONG,1,15,9,6,15,G,GP,ST,1,1,K,2,NN,NN,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,1,1,1,NOVALUE
RFQ731-000015,CFG731_97796c9ac2811c94,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,9,9,0,6,6,0,4,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,OBSERVED,OBSERVED,0,15,9,6,15,F,GP,ST,1,1,K,2,NN,HS,CS1,IS1,TT1,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000015,CFG731_5d255cf6dd296018,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,1,0,0,100.0,9,9,0,6,6,0,4,True,True,0.1428571428571428,1.0,1.0,1.0,1.0,OBSERVED,OBSERVED,0,15,9,6,15,F,GP,ST,1,1,K,2,NN,HS,NOVALUE,IS1,TT1,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000016,CFG731_c39096767a7ae083,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,10,10,0,4,4,0,5,True,True,1.0,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,14,10,4,14,G,GP,ST,1,1,N,N,NN,NN,CS1,IS1,TT1,NOVALUE,MP1,FWI,1,1,1,NOVALUE
RFQ731-000016,CFG731_ef02695e374fc418,TRAIN,0,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,94.0,10,10,0,4,4,0,5,True,True,0.0,0.5,0.5,0.0,0.8897058823529411,DERIVED,VERY_STRONG,1,14,10,4,14,G,GP,ST,1,1,N,N,NN,NN,NOVALUE,IS1,NOVALUE,NOVALUE,MP1,FWI,NOVALUE,1,1,NOVALUE
RFQ731-000016,CFG731_1a94d4f54519245f,TRAIN,0,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,10,10,0,4,4,0,5,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,DERIVED,VERY_STRONG,1,14,10,4,14,G,GP,ST,1,1,N,N,NN,NN,NOVALUE,IS1,TT1,NOVALUE,MP1,FWI,1,1,1,NOVALUE
RFQ731-000016,CFG731_352cbd30ecacb8ee,TRAIN,0,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,10,10,0,4,4,0,5,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,DERIVED,VERY_STRONG,1,14,10,4,14,G,GP,ST,1,1,N,N,NN,NN,CS1,IS1,NOVALUE,NOVALUE,MP1,FWI,1,1,1,NOVALUE
RFQ731-000016,CFG731_5191b7dfd5137ba1,TRAIN,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,64.4,10,10,0,4,4,0,5,True,True,0.0,0.5,0.0,0.0,0.3455882352941177,DERIVED,VERY_STRONG,1,14,10,4,14,G,GP,ST,1,1,N,N,NN,NN,CS1,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,1,1,NOVALUE
RFQ731-000017,CFG731_819cb4e76943eca6,VALIDATION,1,OBSERVED,REAL_OBSERVED,OBSERVED,1,0,0,100.0,10,10,0,2,2,0,7,True,True,0.1428571428571428,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,12,10,2,12,F,WD,ST,1,2,N,N,NN,HS,CS2,IS1,NOVALUE,NOVALUE,MP4,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE
RFQ731-000017,CFG731_c37386a371e13fa8,VALIDATION,0,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,95.1,10,10,0,2,2,0,7,True,True,0.0,0.5,0.5,0.0,0.9099264705882352,DERIVED,VERY_STRONG,1,12,10,2,12,F,WD,ST,1,2,N,N,NN,HS,CS2,NOVALUE,NOVALUE,NOVALUE,MP4,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE
RFQ731-000018,CFG731_fd6959ad3c5fd9ed,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,1,0,0,100.0,9,9,0,2,2,0,8,True,True,0.1428571428571428,1.0,1.0,1.0,1.0,OBSERVED,OBSERVED,0,11,9,2,11,F,TE,ST,1,2,K,2,NN,PA,NOVALUE,NOVALUE,TT2,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE
RFQ731-000018,CFG731_874928f24c55285e,TRAIN,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,61.6,9,9,0,2,2,0,8,True,True,0.0,0.5,0.0,0.0,0.2941176470588235,OBSERVED,OBSERVED,0,11,9,2,11,F,TE,ST,1,2,K,2,NN,PA,CS2,NOVALUE,TT2,NOVALUE,MP4,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE
RFQ731-000019,CFG731_935bc110c01e9e85,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,11,11,0,2,2,0,6,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,DERIVED,LOW,2,13,11,2,13,F,GP,ST,4,1,N,N,MN,HS,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000019,CFG731_bcec8ceac2dbcc79,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,11,11,0,2,2,0,6,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,DERIVED,LOW,2,13,11,2,13,F,GP,ST,4,1,N,N,MN,HS,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000019,CFG731_ddd1ce28a3456ff6,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,11,11,0,2,2,0,6,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,DERIVED,LOW,2,13,11,2,13,F,GP,ST,4,1,N,N,MN,HS,CS1,IS1,TT1,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000019,CFG731_3dd4cfcf6ee98460,TRAIN,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,68.8,11,11,0,2,2,0,6,True,True,0.0,0.5,0.0,0.0,0.426470588235294,DERIVED,LOW,2,13,11,2,13,F,GP,ST,4,1,N,N,MN,HS,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,1,NOVALUE
RFQ731-000019,CFG731_7585c6d1ee781d2e,TRAIN,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,68.8,11,11,0,2,2,0,6,True,True,0.0,0.5,0.0,0.0,0.426470588235294,DERIVED,LOW,2,13,11,2,13,F,GP,ST,4,1,N,N,MN,HS,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,1,NOVALUE
RFQ731-000019,CFG731_cf0392d0aaac28b1,TRAIN,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,67.1,11,11,0,2,2,0,6,True,True,0.0,0.5,0.0,0.0,0.395220588235294,DERIVED,LOW,2,13,11,2,13,F,GP,ST,4,1,N,N,MN,HS,CS1,NOVALUE,TT1,NOVALUE,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000019,CFG731_6ba028da3bba9c41,TRAIN,0,DERIVED,TWO_CHARACTERISTIC,LOW,0,2,2,52.0,11,11,0,2,2,0,6,True,True,0.0,0.0,0.0,0.0,0.1176470588235293,DERIVED,LOW,2,13,11,2,13,F,GP,ST,4,1,N,N,MN,HS,CS1,NOVALUE,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,1,NOVALUE
RFQ731-000020,CFG731_8d2d91c46ccfb471,TEST,1,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,10,10,0,5,5,0,4,True,True,1.0,1.0,1.0,1.0,1.0,DERIVED,MODERATE,2,15,10,5,15,G,GP,ST,4,1,N,N,MN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,1,1,NOVALUE
RFQ731-000020,CFG731_48772fd385d8dcd5,TEST,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,2,2,55.0,10,10,0,5,5,0,4,True,True,0.0,0.0,0.0,0.0,0.1727941176470588,DERIVED,MODERATE,2,15,10,5,15,G,GP,ST,4,1,N,N,MN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,1,NOVALUE,NOVALUE
RFQ731-000021,CFG731_5dd35c89836ec88e,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,13,13,0,2,2,0,4,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,OBSERVED,OBSERVED,0,15,13,2,15,G,ST,ST,1,2,N,N,NN,HS,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,1,H
RFQ731-000021,CFG731_fcc72e9951376cf3,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,13,13,0,2,2,0,4,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,OBSERVED,OBSERVED,0,15,13,2,15,G,ST,ST,1,2,N,N,NN,HS,CS1,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,1,H
RFQ731-000022,CFG731_a40ab19ad6671fbe,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,11,11,0,5,5,0,3,True,True,1.0,1.0,1.0,1.0,1.0,OBSERVED,OBSERVED,0,16,11,5,16,G,ST,ST,1,1,K,2,NN,NN,CS1,IS1,TT1,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-000023,CFG731_8d2d91c46ccfb471,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,12,12,0,2,2,0,5,True,True,1.0,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,14,12,2,14,G,GP,ST,4,1,N,N,MN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,1,1,NOVALUE
RFQ731-000023,CFG731_9ccdadb28a07accd,TRAIN,0,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,93.0,12,12,0,2,2,0,5,True,True,0.0,0.5,0.5,0.0,0.8713235294117647,DERIVED,VERY_STRONG,1,14,12,2,14,G,GP,ST,4,1,N,N,MN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,NOVALUE,NOVALUE
RFQ731-000023,CFG731_5ea309f998205da7,TRAIN,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,67.0,12,12,0,2,2,0,5,True,True,0.0,0.5,0.0,0.0,0.3933823529411764,DERIVED,VERY_STRONG,1,14,12,2,14,G,GP,ST,4,1,N,N,MN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000023,CFG731_48772fd385d8dcd5,TRAIN,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,2,2,55.0,12,12,0,2,2,0,5,True,True,0.0,0.0,0.0,0.0,0.1727941176470588,DERIVED,VERY_STRONG,1,14,12,2,14,G,GP,ST,4,1,N,N,MN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,1,NOVALUE,NOVALUE
RFQ731-000023,CFG731_a633b8dd2d541170,TRAIN,0,DERIVED,TWO_CHARACTERISTIC,LOW,0,2,2,53.4,12,12,0,2,2,0,5,True,True,0.0,0.0,0.0,0.0,0.1433823529411764,DERIVED,VERY_STRONG,1,14,12,2,14,G,GP,ST,4,1,N,N,MN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,NOVALUE,NOVALUE,NOVALUE
RFQ731-000023,CFG731_40f5d9ccf1b30166,TRAIN,0,DERIVED,TWO_CHARACTERISTIC,LOW,0,2,2,53.4,12,12,0,2,2,0,5,True,True,0.0,0.0,0.0,0.0,0.1433823529411764,DERIVED,VERY_STRONG,1,14,12,2,14,G,GP,ST,4,1,N,N,MN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,1,NOVALUE
RFQ731-000024,CFG731_1d89d7fdc7355744,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,9,9,0,6,6,0,4,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,OBSERVED,OBSERVED,0,15,9,6,15,G,ST,ST,1,1,N,N,NN,HS,CS1,NOVALUE,TT1,NOVALUE,MP1,NOVALUE,1,NOVALUE,1,N
RFQ731-000024,CFG731_8da1da530d6ae54d,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,9,9,0,6,6,0,4,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,OBSERVED,OBSERVED,0,15,9,6,15,G,ST,ST,1,1,N,N,NN,HS,CS1,IS1,TT1,NOVALUE,MP1,NOVALUE,1,NOVALUE,1,N
RFQ731-000025,CFG731_63eca10a00ae1f5d,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,12,12,0,2,2,0,5,True,True,1.0,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,14,12,2,14,G,ST,ST,1,2,N,N,NN,NN,CS1,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,1,H
RFQ731-000025,CFG731_a288340143e53b7f,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,4,0,0,100.0,12,12,0,2,2,0,5,True,True,0.5714285714285714,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,14,12,2,14,G,ST,ST,1,2,N,N,NN,NN,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,1,H
RFQ731-000025,CFG731_a4416ae9d698efa6,TRAIN,0,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,94.2,12,12,0,2,2,0,5,True,True,0.0,0.5,0.5,0.0,0.8933823529411765,DERIVED,VERY_STRONG,1,14,12,2,14,G,ST,ST,1,2,N,N,NN,NN,NOVALUE,NOVALUE,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,1,H
RFQ731-000025,CFG731_ab3b0ae98d7b2345,TRAIN,0,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,12,12,0,2,2,0,5,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,DERIVED,VERY_STRONG,1,14,12,2,14,G,ST,ST,1,2,N,N,NN,NN,NOVALUE,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,1,H
RFQ731-000026,CFG731_8f470181ad32eeae,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,12,12,0,3,3,0,4,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,15,12,3,15,G,GP,ST,4,1,F,2,MN,HS,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,1,1,NOVALUE
RFQ731-000026,CFG731_12d9cb8d41e8f486,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,12,12,0,3,3,0,4,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,15,12,3,15,G,GP,ST,4,1,F,2,MN,HS,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,1,1,1,NOVALUE
RFQ731-000026,CFG731_1b365e0951e7dea4,TRAIN,0,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,96.5,12,12,0,3,3,0,4,True,True,0.0,0.5,0.0,0.0,0.9356617647058824,DERIVED,VERY_STRONG,1,15,12,3,15,G,GP,ST,4,1,F,2,MN,HS,CS1,NOVALUE,NOVALUE,MN1,NOVALUE,FWI,1,1,1,NOVALUE
RFQ731-000026,CFG731_147ff4a19b4bcc48,TRAIN,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,61.2,12,12,0,3,3,0,4,True,True,0.0,0.5,0.0,0.0,0.286764705882353,DERIVED,VERY_STRONG,1,15,12,3,15,G,GP,ST,4,1,F,2,MN,HS,CS1,IS1,NOVALUE,MN1,NOVALUE,FWI,1,1,1,NOVALUE
RFQ731-000027,CFG731_59f86789e43d86f1,TRAIN,1,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,93.0,10,10,0,6,6,0,3,True,True,0.0,0.5,0.5,0.0,0.8713235294117647,DERIVED,VERY_STRONG,1,16,10,6,16,G,GP,ST,4,1,N,N,NN,NN,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,1,1,1,NOVALUE
RFQ731-000028,CFG731_8b18ac1c34209d63,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,14,14,0,2,2,0,3,True,True,1.0,1.0,1.0,1.0,1.0,OBSERVED,OBSERVED,0,16,14,2,16,G,ST,ST,1,2,A,2,NN,NN,CS1,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,1,H
RFQ731-000029,CFG731_8d2d91c46ccfb471,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,9,9,0,7,7,0,3,True,True,1.0,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,16,9,7,16,G,GP,ST,4,1,N,N,MN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,1,1,NOVALUE
RFQ731-000029,CFG731_ff3460f478ef969b,TRAIN,0,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,9,9,0,7,7,0,3,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,DERIVED,VERY_STRONG,1,16,9,7,16,G,GP,ST,4,1,N,N,MN,NN,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,1,1,1,NOVALUE
RFQ731-000030,CFG731_cc9ac35e4d9a1854,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,10,10,0,4,4,0,5,True,True,1.0,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,14,10,4,14,G,ST,ST,1,2,N,N,NN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,1,H
RFQ731-000030,CFG731_63eca10a00ae1f5d,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,10,10,0,4,4,0,5,True,True,1.0,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,14,10,4,14,G,ST,ST,1,2,N,N,NN,NN,CS1,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,1,H
RFQ731-000030,CFG731_eb70dc35972dc4b7,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,4,0,0,100.0,10,10,0,4,4,0,5,True,True,0.5714285714285714,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,14,10,4,14,G,ST,ST,1,2,N,N,NN,NN,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,1,H
RFQ731-000030,CFG731_a288340143e53b7f,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,4,0,0,100.0,10,10,0,4,4,0,5,True,True,0.5714285714285714,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,14,10,4,14,G,ST,ST,1,2,N,N,NN,NN,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,1,H
RFQ731-000030,CFG731_c759934398f2381a,TRAIN,0,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,93.7,10,10,0,4,4,0,5,True,True,0.0,0.5,0.5,0.0,0.8841911764705883,DERIVED,VERY_STRONG,1,14,10,4,14,G,ST,ST,1,2,N,N,NN,NN,CS1,NOVALUE,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,1,H
RFQ731-000030,CFG731_0494d5ae6eecf400,TRAIN,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,63.2,10,10,0,4,4,0,5,True,True,0.0,0.5,0.0,0.0,0.3235294117647059,DERIVED,VERY_STRONG,1,14,10,4,14,G,ST,ST,1,2,N,N,NN,NN,CS1,IS1,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,NOVALUE,1,H
RFQ731-000031,CFG731_5f9d5671c315ce06,VALIDATION,1,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,93.0,10,10,0,4,4,0,5,True,True,0.0,0.5,0.5,0.0,0.8713235294117647,DERIVED,MODERATE,1,14,10,4,14,F,GP,ST,4,1,K,2,NN,NN,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000031,CFG731_b7fc2f4bee7659de,VALIDATION,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,64.0,10,10,0,4,4,0,5,True,True,0.0,0.5,0.0,0.0,0.338235294117647,DERIVED,MODERATE,1,14,10,4,14,F,GP,ST,4,1,K,2,NN,NN,CS1,NOVALUE,NOVALUE,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000031,CFG731_67de76f701c9cfad,VALIDATION,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,62.6,10,10,0,4,4,0,5,True,True,0.0,0.5,0.0,0.0,0.3125,DERIVED,MODERATE,1,14,10,4,14,F,GP,ST,4,1,K,2,NN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000031,CFG731_c348ae803bb36511,VALIDATION,0,DERIVED,TWO_CHARACTERISTIC,LOW,0,2,2,49.0,10,10,0,4,4,0,5,True,True,0.0,0.0,0.0,0.0,0.0624999999999999,DERIVED,MODERATE,1,14,10,4,14,F,GP,ST,4,1,K,2,NN,NN,CS1,IS1,NOVALUE,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000032,CFG731_219ac3d01befd6d1,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,10,10,0,3,3,0,6,True,True,1.0,1.0,1.0,1.0,1.0,DERIVED,LOW,2,13,10,3,13,F,GP,ST,1,1,K,2,NN,NN,CS1,IS1,TT1,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000032,CFG731_516629085c122a4e,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,10,10,0,3,3,0,6,True,True,1.0,1.0,1.0,1.0,1.0,DERIVED,LOW,2,13,10,3,13,F,GP,ST,1,1,K,2,NN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000032,CFG731_c7c53fc5541f1dc1,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,4,0,0,100.0,10,10,0,3,3,0,6,True,True,0.5714285714285714,1.0,1.0,1.0,1.0,DERIVED,LOW,2,13,10,3,13,F,GP,ST,1,1,K,2,NN,NN,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000032,CFG731_f1614000023c2800,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,4,0,0,100.0,10,10,0,3,3,0,6,True,True,0.5714285714285714,1.0,1.0,1.0,1.0,DERIVED,LOW,2,13,10,3,13,F,GP,ST,1,1,K,2,NN,NN,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000032,CFG731_7756caaf4e5e2963,TRAIN,0,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,94.0,10,10,0,3,3,0,6,True,True,0.0,0.5,0.5,0.0,0.8897058823529411,DERIVED,LOW,2,13,10,3,13,F,GP,ST,1,1,K,2,NN,NN,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,1,NOVALUE
RFQ731-000032,CFG731_3d79b5ed69541acc,TRAIN,0,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,93.7,10,10,0,3,3,0,6,True,True,0.0,0.5,0.5,0.0,0.8841911764705883,DERIVED,LOW,2,13,10,3,13,F,GP,ST,1,1,K,2,NN,NN,CS1,NOVALUE,TT1,NOVALUE,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-000032,CFG731_27481a3518f630c6,TRAIN,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,64.4,10,10,0,3,3,0,6,True,True,0.0,0.5,0.0,0.0,0.3455882352941177,DERIVED,LOW,2,13,10,3,13,F,GP,ST,1,1,K,2,NN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,1,NOVALUE
RFQ731-000032,CFG731_4f6232b68baf7970,TRAIN,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,63.2,10,10,0,3,3,0,6,True,True,0.0,0.5,0.0,0.0,0.3235294117647059,DERIVED,LOW,2,13,10,3,13,F,GP,ST,1,1,K,2,NN,NN,CS1,IS1,TT1,NOVALUE,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
